,BUYER_STATE,BUYER_COUNTY,MONTH,YEAR,MME_monthly
4543,OK,LOVE,8,2008,6635817.199999999
4544,OK,LOVE,9,2008,8902470.719999999
4545,OK,LOVE,10,2008,17346071.537499998
4546,OK,LOVE,11,2008,8390717.2125
4547,OK,LOVE,12,2008,12648020.399999999
4548,OK,LOVE,1,2009,3027.0
4549,OK,LOVE,2,2009,5084808.75
4550,OK,LOVE,3,2009,8606764.53
4551,OK,LOVE,4,2009,9912945.475
4552,OK,LOVE,5,2009,7021307.699999999
4553,OK,LOVE,6,2009,7262272.500000001
4554,OK,LOVE,7,2009,8115118.075
4555,OK,LOVE,8,2009,11447882.85
4556,OK,LOVE,9,2009,8843692.625
4557,OK,LOVE,10,2009,14282778.25
4558,OK,LOVE,11,2009,18623330.099999998
4559,OK,LOVE,12,2009,12656296.700000001
4560,OK,LOVE,1,2010,3027.0
4561,OK,LOVE,2,2010,7813860.224999999
4562,OK,LOVE,3,2010,11200967.325
4563,OK,LOVE,4,2010,13669499.774999999
4564,OK,LOVE,5,2010,13578606.0
4565,OK,LOVE,6,2010,21283788.2875
4566,OK,LOVE,7,2010,13231953.35
4567,OK,LOVE,8,2010,14659877.075
4568,OK,LOVE,9,2010,18874576.4375
4569,OK,LOVE,10,2010,23479706.25
4570,OK,LOVE,11,2010,27526288.749999996
4571,OK,LOVE,12,2010,31013030.775000002
4572,OK,LOVE,1,2011,1392752.4000000001
4573,OK,LOVE,2,2011,12783397.987499999
4574,OK,LOVE,3,2011,20633068.6625
4575,OK,LOVE,4,2011,15184640.425
4576,OK,LOVE,5,2011,15168185.12
4577,OK,LOVE,6,2011,34430421.45
4578,OK,LOVE,7,2011,29376052.875
4579,OK,LOVE,8,2011,29383089.875
4580,OK,LOVE,9,2011,26335906.924999997
4581,OK,LOVE,10,2011,37576917.6875
4582,OK,LOVE,11,2011,40101591.70499999
4583,OK,LOVE,12,2011,46098277.25
4584,OK,LOVE,1,2012,1595664.1
4585,OK,LOVE,2,2012,26818638.6
4586,OK,LOVE,3,2012,49087397.8075
4587,OK,LOVE,4,2012,36235294.974999994
4588,OK,LOVE,5,2012,42047648.09
4589,OK,LOVE,6,2012,41287682.475
4590,OK,LOVE,7,2012,43112086.099999994
4591,OK,LOVE,8,2012,53783072.5125
4592,OK,LOVE,9,2012,47209356.35115
4593,OK,LOVE,10,2012,81083825.2625
4594,OK,LOVE,11,2012,82603649.98925
4595,OK,LOVE,12,2012,66254373.75
4596,OK,LOVE,1,2013,1213233.5250000001
4597,OK,LOVE,2,2013,33563759.7125
4598,OK,LOVE,3,2013,49420805.9099625
4599,OK,LOVE,4,2013,46174178.1816
4600,OK,LOVE,5,2013,46489138.8896
4601,OK,LOVE,6,2013,40036568.355
4602,OK,LOVE,7,2013,36549407.125
4603,OK,LOVE,8,2013,45011800.457925
4604,OK,LOVE,9,2013,40643103.599999994
4605,OK,LOVE,10,2013,83405405.8155375
4606,OK,LOVE,11,2013,49073923.1268625
4607,OK,LOVE,12,2013,67740395.75
4608,OK,LOVE,1,2014,1676770.9375
4609,OK,LOVE,2,2014,20014227.175
4610,OK,LOVE,3,2014,27729092.5
4611,OK,LOVE,4,2014,21134952.474999998
4612,OK,LOVE,5,2014,30605798.474999998
4613,OK,LOVE,6,2014,22191449.5
4614,OK,LOVE,7,2014,25892094.799999997
4615,OK,LOVE,8,2014,27387567.9
4616,OK,LOVE,9,2014,28881390.244999997
4617,OK,LOVE,10,2014,38514879.900000006
4618,OK,LOVE,11,2014,13954224.9
4619,OK,LOVE,12,2014,30205316.5
4620,OK,MAJOR,1,2006,17496.06
4621,OK,MAJOR,2,2006,1043427.9275000001
4622,OK,MAJOR,3,2006,367335.2975
4623,OK,MAJOR,4,2006,590604.8975
4624,OK,MAJOR,5,2006,939980.36
4625,OK,MAJOR,6,2006,306661.11
4626,OK,MAJOR,7,2006,860682.0599999999
4627,OK,MAJOR,8,2006,843709.2300000001
4628,OK,MAJOR,9,2006,570369.6775
4629,OK,MAJOR,10,2006,1374815.925
4630,OK,MAJOR,11,2006,1373117.3625000003
4631,OK,MAJOR,12,2006,1357496.4
4632,OK,MAJOR,1,2007,104431.50000000003
4633,OK,MAJOR,2,2007,885808.2975
4634,OK,MAJOR,3,2007,938046.45
4635,OK,MAJOR,4,2007,875064.87
4636,OK,MAJOR,5,2007,1019237.235
4637,OK,MAJOR,6,2007,2332874.91
4638,OK,MAJOR,7,2007,971870.4749999999
4639,OK,MAJOR,8,2007,1807621.5850000002
4640,OK,MAJOR,9,2007,1011882.4625000001
4641,OK,MAJOR,10,2007,2368536.17
4642,OK,MAJOR,11,2007,2805005.531375
4643,OK,MAJOR,12,2007,2295678.42
4644,OK,MAJOR,1,2008,8740.125000000002
4645,OK,MAJOR,2,2008,1685357.95
4646,OK,MAJOR,3,2008,1634806.1199999999
4647,OK,MAJOR,4,2008,2058659.8499999999
4648,OK,MAJOR,5,2008,2397237.9175
4649,OK,MAJOR,6,2008,3138806.025
4650,OK,MAJOR,7,2008,1896429.58
4651,OK,MAJOR,8,2008,3023191.955
4652,OK,MAJOR,9,2008,2660505.33
4653,OK,MAJOR,10,2008,4123331.4000000004
4654,OK,MAJOR,11,2008,5272102.575
4655,OK,MAJOR,12,2008,7208023.5200000005
4656,OK,MAJOR,1,2009,7329.51
4657,OK,MAJOR,2,2009,1259240.6925000001
4658,OK,MAJOR,3,2009,2508739.68
4659,OK,MAJOR,4,2009,3714774.5625
4660,OK,MAJOR,5,2009,3281770.0125
4661,OK,MAJOR,6,2009,4086366.4799999995
4662,OK,MAJOR,7,2009,4316841.9
4663,OK,MAJOR,8,2009,2715373.09
4664,OK,MAJOR,9,2009,4455665.205
4665,OK,MAJOR,10,2009,3948991.5
4666,OK,MAJOR,11,2009,8682920.7575
4667,OK,MAJOR,12,2009,8845320.64
4668,OK,MAJOR,1,2010,13711.949999999999
4669,OK,MAJOR,2,2010,2842526.63
4670,OK,MAJOR,3,2010,4360913.28
4671,OK,MAJOR,4,2010,5475303.5424999995
4672,OK,MAJOR,5,2010,2655708.375
4673,OK,MAJOR,6,2010,4211278.96
4674,OK,MAJOR,7,2010,2833516.125
4675,OK,MAJOR,8,2010,4953347.805
4676,OK,MAJOR,9,2010,3345249.3600000003
4677,OK,MAJOR,10,2010,4611120.5875
4678,OK,MAJOR,11,2010,4252103.505
4679,OK,MAJOR,12,2010,7541538.149999999
4680,OK,MAJOR,1,2011,109916.995
4681,OK,MAJOR,2,2011,3113526.6125000003
4682,OK,MAJOR,3,2011,7156484.302499999
4683,OK,MAJOR,4,2011,3521903.76
4684,OK,MAJOR,5,2011,4193985.51
4685,OK,MAJOR,6,2011,4182416.0
4686,OK,MAJOR,7,2011,3886587.4775
4687,OK,MAJOR,8,2011,3438072.8
4688,OK,MAJOR,9,2011,5402993.57
4689,OK,MAJOR,10,2011,4939485.289999999
4690,OK,MAJOR,11,2011,5349312.8355625
4691,OK,MAJOR,12,2011,4235200.5600000005
4692,OK,MAJOR,1,2012,219050.52499999997
4693,OK,MAJOR,2,2012,3450800.3825000003
4694,OK,MAJOR,3,2012,3605331.2625
4695,OK,MAJOR,4,2012,3417923.2825
4696,OK,MAJOR,5,2012,2618499.5624999995
4697,OK,MAJOR,6,2012,1992686.9149999998
4698,OK,MAJOR,7,2012,3490473.577499999
4699,OK,MAJOR,8,2012,6044488.555000001
4700,OK,MAJOR,9,2012,5246478.0
4701,OK,MAJOR,10,2012,3866322.0799999996
4702,OK,MAJOR,11,2012,3735998.5196624994
4703,OK,MAJOR,12,2012,4259926.2375
4704,OK,MAJOR,1,2013,37312.7175
4705,OK,MAJOR,2,2013,2752073.8225
4706,OK,MAJOR,3,2013,4101439.5100000002
4707,OK,MAJOR,4,2013,4092014.6399999997
4708,OK,MAJOR,5,2013,4696488.47
4709,OK,MAJOR,6,2013,3096243.99
4710,OK,MAJOR,7,2013,7157919.1425
4711,OK,MAJOR,8,2013,2090682.08
4712,OK,MAJOR,9,2013,1981881.44
4713,OK,MAJOR,10,2013,7151757.867499999
4714,OK,MAJOR,11,2013,2881046.6775
4715,OK,MAJOR,12,2013,4486067.3475
4716,OK,MAJOR,1,2014,8068.5
4717,OK,MAJOR,2,2014,1957805.675
4718,OK,MAJOR,3,2014,3428949.375
4719,OK,MAJOR,4,2014,4047330.5799999996
4720,OK,MAJOR,5,2014,3013723.0
4721,OK,MAJOR,6,2014,2625787.92
4722,OK,MAJOR,7,2014,4082462.55
4723,OK,MAJOR,8,2014,3742918.1399999997
4724,OK,MAJOR,9,2014,1957334.4
4725,OK,MAJOR,10,2014,4708884.4075
4726,OK,MAJOR,11,2014,9409758.8125
4727,OK,MAJOR,12,2014,4226814.15
4728,OK,MARSHALL,1,2006,2187477.3375
4729,OK,MARSHALL,2,2006,17769670.95
4730,OK,MARSHALL,3,2006,26932541.354999997
4731,OK,MARSHALL,4,2006,24115160.227500003
4732,OK,MARSHALL,5,2006,27423205.2775
4733,OK,MARSHALL,6,2006,25324520.3575
4734,OK,MARSHALL,7,2006,24098016.32
4735,OK,MARSHALL,8,2006,26027810.205000002
4736,OK,MARSHALL,9,2006,16013366.0
4737,OK,MARSHALL,10,2006,39297110.58
4738,OK,MARSHALL,11,2006,45263215.0449
4739,OK,MARSHALL,12,2006,37370876.1669375
4740,OK,MARSHALL,1,2007,432901.175
4741,OK,MARSHALL,2,2007,27634168.477562502
4742,OK,MARSHALL,3,2007,35469225.14
4743,OK,MARSHALL,4,2007,34893040.73499999
4744,OK,MARSHALL,5,2007,29938575.074999996
4745,OK,MARSHALL,6,2007,38576392.559999995
4746,OK,MARSHALL,7,2007,52045413.490025
4747,OK,MARSHALL,8,2007,32414548.767924998
4748,OK,MARSHALL,9,2007,54885114.923625
4749,OK,MARSHALL,10,2007,89841949.72121249
4750,OK,MARSHALL,11,2007,67667815.89015
4751,OK,MARSHALL,12,2007,56746756.0
4752,OK,MARSHALL,1,2008,186296.715
4753,OK,MARSHALL,2,2008,43265693.6425
4754,OK,MARSHALL,3,2008,43897955.64000001
4755,OK,MARSHALL,4,2008,52782553.699999996
4756,OK,MARSHALL,5,2008,41285765.010000005
4757,OK,MARSHALL,6,2008,61314585.01
4758,OK,MARSHALL,7,2008,62340264.629999995
4759,OK,MARSHALL,8,2008,50364658.6887375
4760,OK,MARSHALL,9,2008,73973298.48
4761,OK,MARSHALL,10,2008,75809868.9686375
4762,OK,MARSHALL,11,2008,79740629.45856251
4763,OK,MARSHALL,12,2008,103578854.08
4764,OK,MARSHALL,1,2009,389144.0
4765,OK,MARSHALL,2,2009,56688049.693812504
4766,OK,MARSHALL,3,2009,62913905.075
4767,OK,MARSHALL,4,2009,69534337.875
4768,OK,MARSHALL,5,2009,68382676.0625
4769,OK,MARSHALL,6,2009,66395121.025
4770,OK,MARSHALL,7,2009,74692778.94
4771,OK,MARSHALL,8,2009,47256855.12
4772,OK,MARSHALL,9,2009,76215506.3
4773,OK,MARSHALL,10,2009,125392781.19000001
4774,OK,MARSHALL,11,2009,90910594.17
4775,OK,MARSHALL,12,2009,125810761.63499999
4776,OK,MARSHALL,1,2010,135693.0
4777,OK,MARSHALL,2,2010,59907779.099999994
4778,OK,MARSHALL,3,2010,78481382.8125
4779,OK,MARSHALL,4,2010,73471029.25
4780,OK,MARSHALL,5,2010,67326285.5375
4781,OK,MARSHALL,6,2010,86008113.425
4782,OK,MARSHALL,7,2010,75187854.95
4783,OK,MARSHALL,8,2010,76222827.0
4784,OK,MARSHALL,9,2010,66285127.574999996
4785,OK,MARSHALL,10,2010,105400637.25
4786,OK,MARSHALL,11,2010,134624191.9875
4787,OK,MARSHALL,12,2010,113369853.2625
4788,OK,MARSHALL,1,2011,2436765.8
4789,OK,MARSHALL,2,2011,72274745.85000001
4790,OK,MARSHALL,3,2011,90387526.125
4791,OK,MARSHALL,4,2011,84284850.25
4792,OK,MARSHALL,5,2011,98665395.2625
4793,OK,MARSHALL,6,2011,102496093.2
4794,OK,MARSHALL,7,2011,111109558.0
