,BUYER_STATE,BUYER_COUNTY,YEAR,MME
302,LA,NATCHITOCHES,2007,15229206421.787188
303,LA,NATCHITOCHES,2008,19304344720.745003
304,LA,NATCHITOCHES,2009,23599250302.550877
305,LA,NATCHITOCHES,2010,22610996950.328476
306,LA,NATCHITOCHES,2011,32195191802.811096
307,LA,NATCHITOCHES,2012,34056249849.749752
308,LA,NATCHITOCHES,2013,43216953370.88653
309,LA,NATCHITOCHES,2014,42033407567.9994
310,LA,ORLEANS,2006,248724478027.7872
311,LA,ORLEANS,2007,493956725706.7317
312,LA,ORLEANS,2008,668929521423.0336
313,LA,ORLEANS,2009,939233357385.0315
314,LA,ORLEANS,2010,1234496482268.0486
315,LA,ORLEANS,2011,1638839880930.4534
316,LA,ORLEANS,2012,1853362388161.6992
317,LA,ORLEANS,2013,1940382707117.3347
318,LA,ORLEANS,2014,1376966709664.8994
319,LA,OUACHITA,2006,440020447362.63513
320,LA,OUACHITA,2007,482717941750.9493
321,LA,OUACHITA,2008,532943529055.9388
322,LA,OUACHITA,2009,579630991595.5549
323,LA,OUACHITA,2010,646297853133.1014
324,LA,OUACHITA,2011,626385034968.3608
325,LA,OUACHITA,2012,694372665688.448
326,LA,OUACHITA,2013,751015727358.172
327,LA,OUACHITA,2014,610721452442.4475
328,LA,PLAQUEMINES,2006,391966010.8175
329,LA,PLAQUEMINES,2007,588221448.7874249
330,LA,PLAQUEMINES,2008,618593160.145
331,LA,PLAQUEMINES,2009,721958576.1500001
332,LA,PLAQUEMINES,2010,1567210052.975
333,LA,PLAQUEMINES,2011,3558633557.7000003
334,LA,PLAQUEMINES,2012,5032087918.084525
335,LA,PLAQUEMINES,2013,9281015903.8575
336,LA,PLAQUEMINES,2014,5983522773.739875
337,LA,POINTE COUPEE,2006,8469346693.892
338,LA,POINTE COUPEE,2007,10685271125.099998
339,LA,POINTE COUPEE,2008,11419544491.064999
340,LA,POINTE COUPEE,2009,13352977399.500002
341,LA,POINTE COUPEE,2010,12703653212.85
342,LA,POINTE COUPEE,2011,14048181297.314999
343,LA,POINTE COUPEE,2012,19584848767.425
344,LA,POINTE COUPEE,2013,15172231208.749998
345,LA,POINTE COUPEE,2014,15259740073.875
346,LA,RAPIDES,2006,713118710569.9329
347,LA,RAPIDES,2007,870480493225.7609
348,LA,RAPIDES,2008,1020029769176.2054
349,LA,RAPIDES,2009,1111646508151.8208
350,LA,RAPIDES,2010,1221803147523.4097
351,LA,RAPIDES,2011,1718710168015.0874
352,LA,RAPIDES,2012,1986165628139.3376
353,LA,RAPIDES,2013,1983699086021.547
354,LA,RAPIDES,2014,1485651482490.593
355,LA,RED RIVER,2006,2079956702.41065
356,LA,RED RIVER,2007,2236716788.05225
357,LA,RED RIVER,2008,2225908788.3183374
358,LA,RED RIVER,2009,2759932676.655
359,LA,RED RIVER,2010,2584565452.2741
360,LA,RED RIVER,2011,3628800327.1825
361,LA,RED RIVER,2012,4640002188.474375
362,LA,RED RIVER,2013,5785222372.67
363,LA,RED RIVER,2014,2550281672.5375
364,LA,RICHLAND,2006,7235432672.727
365,LA,RICHLAND,2007,9554530316.950802
366,LA,RICHLAND,2008,12161398471.0475
367,LA,RICHLAND,2009,14279071941.111723
368,LA,RICHLAND,2010,15577474026.345001
369,LA,RICHLAND,2011,19989574611.44025
370,LA,RICHLAND,2012,20323685613.565002
371,LA,RICHLAND,2013,20644476622.32
372,LA,RICHLAND,2014,19617493684.802
373,LA,SABINE,2006,8654802359.199
374,LA,SABINE,2007,9168431677.973837
375,LA,SABINE,2008,10255526821.3978
376,LA,SABINE,2009,12586938303.22555
377,LA,SABINE,2010,15426223028.844824
378,LA,SABINE,2011,22731560149.839188
379,LA,SABINE,2012,20988673043.605434
380,LA,SABINE,2013,18852796030.64025
381,LA,SABINE,2014,8728671091.806414
382,LA,SAINT BERNARD,2006,12701417117.0987
383,LA,SAINT BERNARD,2007,41998068019.08999
384,LA,SAINT BERNARD,2008,47750662009.69998
385,LA,SAINT BERNARD,2009,63829199848.02747
386,LA,SAINT BERNARD,2010,101862963885.04665
387,LA,SAINT BERNARD,2011,141485449404.5344
388,LA,SAINT BERNARD,2012,214151627654.61615
389,LA,SAINT BERNARD,2013,349607924671.0825
390,LA,SAINT BERNARD,2014,358279660339.9548
391,LA,SAINT CHARLES,2006,92483957636.25975
392,LA,SAINT CHARLES,2007,128054009063.88744
393,LA,SAINT CHARLES,2008,108892548932.23479
394,LA,SAINT CHARLES,2009,113880589020.27725
395,LA,SAINT CHARLES,2010,111726363510.99986
396,LA,SAINT CHARLES,2011,110714080937.42337
397,LA,SAINT CHARLES,2012,132453932685.59041
398,LA,SAINT CHARLES,2013,122404615066.42393
399,LA,SAINT CHARLES,2014,83355506325.22182
400,LA,SAINT HELENA,2006,361941505.2
401,LA,SAINT HELENA,2007,376553050.125
402,LA,SAINT HELENA,2008,406912833.20000005
403,LA,SAINT HELENA,2009,409626577.81500006
404,LA,SAINT HELENA,2010,454685360.3125
405,LA,SAINT HELENA,2011,389195537.9625
406,LA,SAINT HELENA,2012,318296561.87499994
407,LA,SAINT HELENA,2013,480392921.22249997
408,LA,SAINT HELENA,2014,1016168752.418375
409,LA,SAINT JAMES,2006,2459977052.840425
410,LA,SAINT JAMES,2007,3030062330.7394123
411,LA,SAINT JAMES,2008,3394348848.814137
412,LA,SAINT JAMES,2009,3497395267.9249506
413,LA,SAINT JAMES,2010,3573385842.62625
414,LA,SAINT JAMES,2011,5460374726.990625
415,LA,SAINT JAMES,2012,7341831449.31715
416,LA,SAINT JAMES,2013,9082981514.3263
417,LA,SAINT JAMES,2014,9144712020.879263
418,LA,SAINT LANDRY,2006,289499600764.064
419,LA,SAINT LANDRY,2007,327579447855.621
420,LA,SAINT LANDRY,2008,366039418434.1867
421,LA,SAINT LANDRY,2009,438586914680.834
422,LA,SAINT LANDRY,2010,422113405755.4934
423,LA,SAINT LANDRY,2011,534917356290.44995
424,LA,SAINT LANDRY,2012,550073132731.7688
425,LA,SAINT LANDRY,2013,508465430796.0443
426,LA,SAINT LANDRY,2014,492734380124.88965
427,LA,SAINT MARTIN,2006,34459656859.328995
428,LA,SAINT MARTIN,2007,45988143438.928375
429,LA,SAINT MARTIN,2008,56054305841.15175
430,LA,SAINT MARTIN,2009,61550894199.2
431,LA,SAINT MARTIN,2010,63992020970.0913
432,LA,SAINT MARTIN,2011,82949675106.49501
433,LA,SAINT MARTIN,2012,88523520966.77328
434,LA,SAINT MARTIN,2013,79795478673.9408
435,LA,SAINT MARTIN,2014,78652420393.73401
436,LA,SAINT MARY,2006,83654405534.28735
437,LA,SAINT MARY,2007,98779359238.4052
438,LA,SAINT MARY,2008,122738656735.83156
439,LA,SAINT MARY,2009,145584514354.12875
440,LA,SAINT MARY,2010,158758140677.17798
441,LA,SAINT MARY,2011,181109158307.54266
442,LA,SAINT MARY,2012,219320952449.3353
443,LA,SAINT MARY,2013,177896212142.58267
444,LA,SAINT MARY,2014,159127993417.74265
445,LA,SAINT TAMMANY,2006,3262317615163.884
446,LA,SAINT TAMMANY,2007,3755430351275.8003
447,LA,SAINT TAMMANY,2008,3706544444842.617
448,LA,SAINT TAMMANY,2009,3748695728359.8867
449,LA,SAINT TAMMANY,2010,3716060440662.2153
450,LA,SAINT TAMMANY,2011,4260178087840.5513
451,LA,SAINT TAMMANY,2012,4690582601032.015
452,LA,SAINT TAMMANY,2013,4489269989072.235
453,LA,SAINT TAMMANY,2014,3050016871434.1143
454,LA,ST JOHN THE BAPTIST,2006,25910532639.54251
455,LA,ST JOHN THE BAPTIST,2007,32283706196.639996
456,LA,ST JOHN THE BAPTIST,2008,34426418060.727
457,LA,ST JOHN THE BAPTIST,2009,38439632299.95
458,LA,ST JOHN THE BAPTIST,2010,45928953505.7875
459,LA,ST JOHN THE BAPTIST,2011,54049825828.142654
460,LA,ST JOHN THE BAPTIST,2012,60728142978.047455
461,LA,ST JOHN THE BAPTIST,2013,72253978753.90985
462,LA,ST JOHN THE BAPTIST,2014,66367870265.75334
463,LA,TANGIPAHOA,2006,557082586446.1595
464,LA,TANGIPAHOA,2007,658394580690.7233
465,LA,TANGIPAHOA,2008,847451737494.6129
466,LA,TANGIPAHOA,2009,1036995911454.3396
467,LA,TANGIPAHOA,2010,1208868253469.177
468,LA,TANGIPAHOA,2011,1331223847224.5547
469,LA,TANGIPAHOA,2012,1376490521288.7815
470,LA,TANGIPAHOA,2013,1502643900291.9858
471,LA,TANGIPAHOA,2014,1526846480447.8535
472,LA,TENSAS,2006,90934149.81300001
473,LA,TENSAS,2007,96540624.2755
474,LA,TENSAS,2008,148172811.25
475,LA,TENSAS,2009,106791998.5
476,LA,TENSAS,2010,310849547.26250005
477,LA,TENSAS,2011,425069740.8
478,LA,TENSAS,2012,322790159.25
479,LA,TENSAS,2013,514886343.4800001
480,LA,TENSAS,2014,400879957.5
481,LA,TERREBONNE,2006,247069182117.28204
482,LA,TERREBONNE,2007,287907305073.4549
483,LA,TERREBONNE,2008,326443455708.6441
484,LA,TERREBONNE,2009,315690722264.9378
485,LA,TERREBONNE,2010,369218053079.899
486,LA,TERREBONNE,2011,446328811275.2496
487,LA,TERREBONNE,2012,518533165667.34875
488,LA,TERREBONNE,2013,513339071852.50037
489,LA,TERREBONNE,2014,388125046927.24
490,LA,UNION,2006,4538648473.1181
491,LA,UNION,2007,5103999486.3375
492,LA,UNION,2008,6290006959.277126
493,LA,UNION,2009,6962167879.8525
494,LA,UNION,2010,6330678419.835
495,LA,UNION,2011,8275088784.8
496,LA,UNION,2012,9599561011.98
497,LA,UNION,2013,9421739473.203976
498,LA,UNION,2014,10175480422.625
499,LA,VERMILION,2006,56563229552.99389
500,LA,VERMILION,2007,58010145899.571106
501,LA,VERMILION,2008,61714058567.85687
502,LA,VERMILION,2009,64892686851.01725
503,LA,VERMILION,2010,77952931095.76996
504,LA,VERMILION,2011,148544381538.262
505,LA,VERMILION,2012,83761943660.69344
506,LA,VERMILION,2013,64234800876.3455
507,LA,VERMILION,2014,55357557750.353516
508,LA,VERNON,2006,23215803664.055077
509,LA,VERNON,2007,34965166189.599525
510,LA,VERNON,2008,46234105719.1385
511,LA,VERNON,2009,55870873500.085
512,LA,VERNON,2010,63465633741.640816
513,LA,VERNON,2011,96560750926.43324
514,LA,VERNON,2012,117955884373.4875
515,LA,VERNON,2013,101245267328.30324
516,LA,VERNON,2014,65431233677.880005
517,LA,WASHINGTON,2006,111107483397.07816
518,LA,WASHINGTON,2007,107938683506.93312
519,LA,WASHINGTON,2008,135573142157.05183
520,LA,WASHINGTON,2009,143529602559.80063
521,LA,WASHINGTON,2010,236545213228.52502
522,LA,WASHINGTON,2011,433294281984.3704
523,LA,WASHINGTON,2012,321037520075.9595
524,LA,WASHINGTON,2013,269510762297.39838
525,LA,WASHINGTON,2014,182946365906.03833
526,LA,WEBSTER,2006,40178365313.40144
527,LA,WEBSTER,2007,46340637378.64669
528,LA,WEBSTER,2008,61428034546.357254
529,LA,WEBSTER,2009,55970168140.91719
530,LA,WEBSTER,2010,58384290635.25319
531,LA,WEBSTER,2011,65896586957.01105
532,LA,WEBSTER,2012,66930826081.74559
533,LA,WEBSTER,2013,67717783232.48788
534,LA,WEBSTER,2014,50550382162.64865
535,LA,WEST BATON ROUGE,2006,22927882368.377686
536,LA,WEST BATON ROUGE,2007,34702563040.392
537,LA,WEST BATON ROUGE,2008,41309323248.892
538,LA,WEST BATON ROUGE,2009,30876439351.679996
539,LA,WEST BATON ROUGE,2010,29288550876.3
540,LA,WEST BATON ROUGE,2011,19887674412.96
541,LA,WEST BATON ROUGE,2012,20851399121.14
542,LA,WEST BATON ROUGE,2013,21431723572.787502
543,LA,WEST BATON ROUGE,2014,24354358045.6225
544,LA,WEST CARROLL,2006,1865998491.045
545,LA,WEST CARROLL,2007,1739351110.3458877
546,LA,WEST CARROLL,2008,1795529481.938375
547,LA,WEST CARROLL,2009,1758803290.2108002
